x,y,z,s1,s2,s3,s4
-12776,-7272,-3476,58,59,66,57
-12768,-7384,-3452,58,59,66,58
-12668,-7400,-3528,57,58,66,57
-12668,-7392,-3644,57,58,66,58
-12736,-7536,-3684,58,58,66,57
-12540,-7604,-3672,58,58,66,57
-12488,-7528,-3784,57,58,66,58
-12332,-7508,-3644,58,58,66,58
-12156,-7688,-3528,57,57,66,57
-11688,-7888,-3508,57,57,66,57
-11780,-7908,-3564,58,57,66,57
-11716,-8064,-3744,57,57,66,57
-11540,-8048,-3636,57,57,66,57
-11316,-8132,-3824,57,57,66,57
-11120,-8304,-4048,57,57,66,57
-10484,-8636,-4208,58,57,66,57
-10588,-9256,-4340,58,57,66,57
-11716,-9004,-4388,58,57,66,57
-11288,-9440,-4800,58,57,66,57
-10936,-9628,-4940,58,56,66,56
-11192,-9920,-5004,58,56,66,56
-11212,-10116,-5296,58,56,66,56
-10984,-10044,-5444,57,56,66,56
-10780,-10204,-5632,57,56,66,55
-10908,-10100,-5984,58,56,66,56
-11008,-9976,-6132,57,55,66,56
-11200,-9816,-6216,57,55,66,55
-11276,-9556,-6248,58,56,66,56
-11504,-9172,-6484,58,55,65,56
-11492,-8752,-6324,58,55,66,56
-11788,-8544,-6320,58,55,66,56
-12252,-8240,-6364,58,55,66,56
-12352,-8008,-6192,58,55,66,55
-12844,-7052,-5936,57,55,65,55
-12372,-7864,-6592,57,54,66,55
-13848,-7024,-6192,57,55,65,56
-12696,-7272,-6916,57,55,65,55
-12672,-6496,-6920,57,55,65,55
-13264,-6440,-6984,57,55,65,55
-12044,-6884,-7656,57,54,65,54
-11332,-6344,-7984,57,55,65,55
-11092,-6368,-8324,57,54,65,55
-11340,-5824,-8168,57,53,65,55
-11736,-5112,-8228,58,54,65,54
-12112,-4264,-8248,57,53,65,55
-11948,-3844,-8172,57,53,65,55
-11400,-3492,-8524,57,54,65,53
-10664,-3244,-8564,57,54,65,54
-11208,-3032,-8356,57,54,65,54
-11212,-2396,-8396,57,54,65,54
-11092,-1688,-8488,57,53,65,54
-11912,-1408,-8708,57,53,66,54
-11232,-1164,-8664,57,54,66,55
-11520,-520,-8752,57,53,66,54
-11616,-172,-8860,57,53,65,54
-11572,-124,-8932,57,52,65,54
-11972,92,-9096,57,52,65,55
-11780,284,-9304,57,53,65,54
-11592,392,-9332,57,53,65,54
-12012,480,-9428,57,53,65,53
-12288,468,-9632,57,53,65,54
-12512,496,-9732,57,52,65,54
-12588,220,-9828,56,52,65,54
-12736,212,-9872,56,51,65,54
-12860,-84,-10128,57,51,65,54
-13268,-240,-10128,57,51,65,54
-13840,-556,-10224,57,48,65,53
-14248,-788,-10188,56,49,65,51
-15424,-1096,-9792,56,48,64,52
-16636,-584,-9172,55,49,65,51
-16288,84,-8524,55,49,64,50
-16160,668,-7020,54,51,64,52
-16404,2076,-4056,55,51,64,51
-17020,2512,-2432,55,50,64,49
-20888,1624,308,54,50,65,49
-24964,1944,3636,56,51,67,49
-28080,4032,8388,58,51,69,49
-29380,3424,11080,58,51,71,49
-31936,1452,14728,61,52,72,51
-32768,1696,18896,62,52,73,52
-32768,852,19780,64,52,73,50
-32768,24,20256,64,50,74,50
-32768,-340,19512,65,51,74,49
-32768,-940,15644,65,51,75,48
-32768,-1656,9384,66,50,75,48
-32768,-1560,4840,66,51,75,49
-32768,-1848,-2688,67,51,76,50
-32768,-2576,-8936,67,52,76,50
-31068,-3216,-12736,68,52,76,51
-23452,-4032,-17200,68,54,77,53
-17008,-4840,-19480,69,55,77,55
-11748,-5256,-19484,69,56,78,57
-8024,-4560,-16452,69,57,78,58
-6136,-4328,-13848,69,57,78,60
-4888,-3076,-8848,70,58,78,60
-5616,-1572,-3772,70,59,78,61
-7196,-460,-280,71,59,79,61
-10436,1232,4144,71,59,79,63
-13176,2088,6656,71,60,79,64
,,,,,,
,,,,,,
-14752,13076,-2564,77,64,85,77
-14724,13408,-2592,77,65,85,77
-14556,13648,-2736,77,64,85,77
-14596,13528,-2656,77,64,85,77
-14576,13136,-2544,78,65,85,77
-14996,11716,-2168,78,65,85,77
-15240,10140,-1920,77,66,85,78
-15908,8612,-2140,78,65,85,78
-16112,6428,-1856,78,66,85,78
-16120,5000,-1968,78,66,85,78
-15528,2664,-2080,78,66,85,78
-15232,392,-2132,78,67,85,78
-15300,-992,-2028,78,67,85,78
-15732,-2616,-1944,78,67,85,78
