x,y,z,s1,s2,s3,s4
-20520,912,-2384,63,67,69,65
-20620,1112,-2284,63,66,69,65
-20296,1484,-2116,62,66,69,65
-20124,1768,-2176,62,66,69,65
-19940,1900,-2056,62,66,69,64
-19772,2136,-1872,62,66,69,65
-19604,2292,-1632,62,65,69,64
-19472,2400,-1756,62,66,68,65
-19360,2076,-1864,62,66,69,64
-18700,2964,-2180,62,65,68,65
-19780,1984,-1492,62,65,68,65
-20576,2956,-740,62,65,68,65
-19444,2236,-1564,62,65,68,65
-17836,1900,-1576,62,65,68,65
-17484,1524,-1484,62,65,68,65
-17676,1864,-1248,61,65,68,65
-18228,1324,-1092,61,65,68,65
-18796,1420,-728,61,65,67,65
-19064,1732,-724,61,64,67,65
-19492,1208,-736,61,65,67,65
-19440,2008,-480,61,65,67,65
-19736,1472,-1012,61,65,67,64
-20004,1428,-412,61,64,67,65
-19932,1120,-416,61,64,67,65
-19432,1304,-440,61,64,67,65
-19320,868,-600,61,64,67,65
-18848,1236,-420,61,64,67,64
-18740,-4,-628,61,64,67,64
-18612,748,-832,61,65,67,65
-19152,144,-588,61,64,67,64
-19120,80,-844,61,64,67,64
-19340,92,-524,61,64,67,65
-19776,-272,-548,61,64,66,64
-19776,-756,-448,61,64,67,65
-19736,-368,-780,61,64,67,65
-20756,400,-468,60,64,66,65
-21396,200,16,60,63,66,65
-21576,-304,4,60,64,66,65
-22020,-248,976,60,64,66,65
-20732,1136,-424,60,64,66,66
-19616,-4,-72,60,64,66,64
-19364,140,-404,60,64,66,65
-19400,1468,-220,60,64,66,65
-19236,292,-80,60,64,66,65
-17844,228,-28,60,64,66,65
-17732,-180,24,60,64,66,66
-17480,1300,-248,60,63,65,65
-16864,124,-332,60,64,66,65
-16732,608,-560,60,64,66,65
-16884,584,-604,59,64,66,65
-17028,1364,-1044,60,64,66,65
-17520,888,-928,60,64,66,66
-17604,1456,-1528,60,65,66,65
-17420,940,-1392,59,64,66,66
-17724,1052,-1296,59,64,65,66
-18456,984,-1352,59,64,65,66
-18552,1592,-1544,59,64,65,66
-18252,968,-1916,59,63,65,66
-18204,1100,-2052,59,64,65,66
-17968,1576,-2228,59,64,65,65
-18080,944,-2432,59,64,65,66
-17964,1720,-2516,59,65,65,66
-17404,760,-2408,59,65,65,66
-17536,700,-2292,59,64,65,66
-17012,1208,-2628,59,65,65,66
-17104,732,-2328,59,64,65,66
-17288,684,-2760,59,64,65,67
-16996,1420,-2944,59,64,65,66
-16976,784,-2664,58,65,65,66
-16904,1272,-3120,58,65,65,65
-16996,976,-2868,59,64,65,65
-17536,1056,-2828,59,65,65,65
-16948,1280,-3144,58,65,65,66
-16872,748,-3440,59,65,64,65
-17016,660,-3568,58,65,64,65
-16660,1388,-3940,58,65,64,65
-16496,524,-3836,58,65,64,66
-16184,896,-4252,58,65,64,66
-15704,904,-3972,58,65,64,66
-15564,748,-3932,58,65,64,67
-15452,1684,-4240,58,65,64,66
-14896,1420,-4420,58,65,64,67
-14904,1240,-4672,57,64,64,67
-14708,1188,-5016,57,65,64,68
-14864,1188,-5376,57,64,63,68
-14848,1084,-5716,57,64,63,67
-14548,1204,-6092,57,63,63,67
-14176,1032,-6612,57,62,62,67
-13804,1104,-6672,56,63,62,67
-13308,1364,-7108,56,64,63,63
-13180,1212,-7332,57,64,62,62
-12920,528,-7752,58,56,63,59
-18400,936,-4400,58,61,64,60
-24380,4212,-1164,59,61,64,61
-26104,8696,3100,60,60,66,61
-22264,7640,2556,62,62,68,61
-16444,5512,4944,63,62,68,61
-11788,3164,13088,64,64,69,61
-10876,4456,15132,68,64,71,63
-19240,9252,17108,73,66,76,62
-32768,8684,23716,76,68,78,65
-32768,8436,18424,77,69,80,66
-31996,10164,14468,78,70,82,67
-28384,12068,10840,80,71,83,68
-28504,11344,3788,81,70,85,68
-26788,6076,-5300,81,70,86,68
-29536,5112,-10688,82,70,86,70
-32768,3604,-21096,82,70,87,71
-30680,2068,-29900,83,70,86,71
-30104,-52,-32768,83,71,87,73
-29468,-3256,-32768,83,71,87,74
-29248,-9412,-31644,84,71,88,75
-31112,-14196,-28136,84,70,88,76
-32768,-17484,-23460,84,69,88,75
-32768,-18540,-16332,84,70,88,75
-32768,-17928,-9160,84,70,88,76
-32768,-17036,-5132,84,69,89,76
-30264,-15792,-536,84,69,88,76
-22820,-14380,3608,84,69,88,77
-16784,-12016,7132,84,69,88,77
-15412,-10324,9164,84,70,88,78
-11780,-8092,10348,84,69,88,79
-8036,-7360,9356,83,69,88,79
-5960,-7004,8012,83,69,88,79
-2984,-6936,5436,83,69,88,80
-1724,-6732,3684,83,70,88,79
-1348,-5756,1100,83,69,88,81
-2004,-5060,-1364,83,69,88,80
-3048,-4592,-2248,83,69,88,80
-5432,-3848,-3428,83,69,88,82
-7080,-3244,-3952,83,69,88,81
-10064,-1628,-4300,82,69,88,82
-13660,460,-4348,82,69,88,82
-15908,2320,-4380,82,69,88,82
-18388,5564,-4584,82,69,88,82
-19784,8528,-5176,82,69,88,83
-20052,10404,-5572,82,69,88,83
-19760,12668,-5640,82,69,88,83
-18676,13932,-5864,82,69,88,82
-17316,14496,-5868,82,68,87,83
-16348,14432,-5396,82,69,88,83
-15432,13932,-4912,82,69,87,83
-14904,13248,-4528,82,70,87,83
-14752,12628,-4176,82,69,87,84
-14944,11396,-3756,82,69,87,84
-15456,10208,-3796,82,69,87,84
-15804,8748,-3988,82,69,87,84
-16044,7496,-4204,82,69,87,84
-16144,5764,-4440,82,70,87,85
-16256,3804,-4468,82,70,87,85
-15692,2628,-4756,82,70,87,85
-15132,760,-4744,82,71,87,85
-14976,-444,-4692,82,71,87,85
-14708,-1952,-4504,82,71,87,85
-14692,-3496,-4352,82,71,87,85
-14824,-4260,-4252,82,71,87,85
-14792,-5176,-4000,82,71,87,85
-15072,-5956,-3812,82,71,87,85
-15340,-6296,-3692,82,71,87,85
-15548,-6488,-3852,82,71,87,85
-16032,-6608,-4096,82,71,87,85
-16056,-6440,-4424,82,71,87,85
-16048,-6188,-4772,82,72,87,85
-15936,-6072,-5056,82,72,87,85
-15692,-5572,-5416,82,72,87,85
-15312,-5160,-5812,82,72,87,85
-15160,-4680,-5780,82,72,87,85
-15156,-4028,-5796,82,72,87,85
-15152,-3308,-5872,82,72,87,85
-15244,-2764,-6132,82,72,87,85
-15300,-2160,-6104,82,72,87,84
-15600,-1608,-6196,82,73,87,84
-15804,-920,-5964,82,73,87,84
-15872,-408,-6332,82,73,87,84
-16020,84,-6268,82,73,87,84
-16124,500,-6328,82,73,87,84
-16136,720,-6504,82,73,87,84
-16092,1300,-6592,82,73,87,84
-16080,1440,-6628,82,73,87,84
-15960,1864,-6768,82,73,87,84
-15764,2072,-6700,82,73,87,84
-15704,2244,-6932,82,73,87,84
-15548,2620,-7112,82,73,87,84
-15604,2836,-6908,82,73,87,84
-15648,2848,-7328,82,73,87,83
-15668,3008,-7200,82,73,87,84
-15796,2864,-7180,82,73,87,84
-15992,2920,-7252,82,73,87,84
-15988,2716,-7296,82,73,87,83
-16144,2424,-7344,82,73,87,84
-16120,2252,-7388,82,73,87,83
-16252,1724,-7264,82,73,87,83
-16328,1484,-7164,82,73,87,83
-16212,1024,-7204,82,73,87,83
-16260,624,-6884,82,73,88,83
-16244,380,-6796,82,73,88,83
-16136,56,-6648,82,73,88,83
-16112,-196,-6524,82,73,87,83
-15864,-340,-6300,82,73,88,83
-15784,-500,-6224,82,73,88,82
-15636,-544,-5964,82,73,88,82
-15648,-616,-5748,82,72,88,82
-15380,-624,-5524,82,73,88,82
-15244,-584,-5580,82,72,88,82
-15084,-448,-5056,82,73,88,82
-15028,-424,-4952,82,72,88,82
-15024,-208,-4776,82,73,88,81
-14992,-144,-4696,82,72,88,81
-15064,-4,-4496,82,71,88,80
-15064,76,-4480,82,71,88,80
-15084,60,-4340,82,71,88,79
-15084,264,-4332,82,72,88,79
-15116,220,-4200,82,71,88,79
-15176,340,-4012,83,71,88,78
-15216,416,-4016,83,71,88,78
-15100,196,-3932,82,72,87,77
-15080,16,-4280,82,71,87,77
-14860,-196,-4312,82,72,88,77
-14768,-276,-4268,82,72,87,77
-14352,-536,-4740,83,72,87,76
-14276,-716,-4672,82,72,87,75
-14352,-680,-4704,83,72,87,74
-14692,-752,-4704,82,72,87,73
-14896,-864,-4908,82,71,87,72
-15308,-988,-5016,82,70,87,72
-16880,-1408,-4572,82,70,87,70
-16696,-1168,-5000,82,69,87,69
-16532,-1476,-4964,82,68,86,68
-16468,-1420,-4940,81,67,86,67
-16460,-1376,-4824,81,68,86,66
-16548,-1272,-5012,82,67,86,65
-16428,-1224,-5240,81,66,86,64
-16716,-1204,-5352,81,67,86,63
-17036,-1036,-5300,81,66,85,63
-17172,-1096,-5380,80,66,85,62
-17604,-924,-5736,80,65,84,60
-17912,-956,-6032,80,64,84,59
-18020,-1032,-6188,79,65,83,58
-18152,-928,-6128,79,64,83,56
-18312,-1012,-6292,78,64,82,57
-18332,-980,-6272,78,64,82,56
-18332,-1060,-6504,77,64,81,57
-18632,-1208,-6508,76,63,81,56
-19060,-1412,-6232,75,63,80,56
-18980,-1528,-6212,75,63,79,57
-18560,-1756,-6240,74,62,78,58
-18372,-2032,-6152,73,62,77,58
-18124,-2204,-6096,72,62,77,58
-18164,-2396,-5928,70,62,75,59
-18316,-2416,-6072,70,61,74,58
-18844,-2580,-6016,68,61,74,60
-19216,-2588,-6204,68,61,73,59
-20176,-2288,-6236,66,61,72,58
-21432,-1892,-6236,65,61,71,59
-22672,-1560,-6464,64,62,70,60
-23336,-1180,-6492,62,61,69,60
-24152,-536,-6928,61,62,69,60
-24896,-132,-7396,61,62,68,60
-25612,368,-7636,60,63,68,60
-25768,584,-8500,59,63,68,60
-25860,900,-9080,58,65,68,61
-25632,1148,-9988,58,64,67,62
-24824,1272,-10960,58,65,67,62
-24776,1144,-11308,57,65,68,62
-25512,1228,-11052,56,65,67,62
-26620,1976,-9432,56,66,67,63
-27044,2624,-8068,57,66,67,63
-26444,3744,-5596,56,66,67,64
-25612,4904,-3180,57,65,66,63
-26392,5796,-1476,56,66,66,64
-27996,6872,668,57,65,67,65
-28580,7688,1396,57,65,66,64
-29808,8568,2268,57,65,66,64
-30584,9532,3196,57,66,66,63
-29792,9504,2400,57,66,66,64
-27340,8772,812,57,66,67,64
-25056,7944,-136,58,66,66,64
-21940,7044,-2036,57,66,66,65
-19616,6024,-3488,57,66,66,64
-17652,4652,-4776,57,67,66,64
-16780,3336,-5308,57,66,67,63
-16972,2432,-5620,57,67,67,63
-21904,2012,-4364,57,66,67,61
-22668,688,-3348,58,66,66,63
-23240,292,-3132,58,66,66,63
-23584,-880,-2380,58,67,67,64
-23400,-1172,-1932,58,67,66,64
-23528,-1580,-1328,58,67,67,64
-23348,-2020,-872,58,67,66,65
-23244,-2220,-680,58,67,66,65
-22704,-2252,-528,58,67,67,65
-21760,-2136,-664,58,67,66,65
-27620,-2828,-300,58,67,66,65
-8824,-5324,-4420,58,67,66,65
-19908,196,224,58,67,66,65
-20536,-2012,-1180,58,67,67,66
-14556,-1452,-2232,58,67,66,66
-15332,-2228,-2212,58,67,66,66
-19236,-2420,-1628,59,66,67,67
-21740,-2852,-1596,59,67,67,67
-21972,-3708,-2092,59,67,67,67
-21916,-4560,-1816,59,67,67,67
-21556,-4792,-1896,59,67,67,67
-20992,-5124,-1828,59,67,67,67
-19440,-5516,-1904,59,67,67,67
-18576,-5384,-2224,59,67,67,67
-18652,-4992,-1940,59,68,67,67
-18012,-5280,-2520,59,67,67,67
-17620,-4820,-2800,59,68,67,67
-16412,-4552,-3308,59,67,67,67
-16504,-4844,-3640,59,67,67,67
-17560,-4364,-3824,59,68,67,67
-18696,-4100,-3560,59,68,67,67
-17992,-4768,-4236,59,68,66,66
-17340,-4388,-5060,59,68,66,65
-17960,-4172,-4756,59,68,66,66
-16764,-3668,-5264,59,67,66,66
-17084,-3392,-5556,59,67,66,66
-16736,-3592,-5332,59,67,66,65
-16340,-4044,-5828,59,68,66,65
-16016,-3428,-5512,59,67,66,65
-15752,-3868,-5344,59,68,66,66
-15708,-3572,-5384,59,67,66,66
-14612,-3312,-5888,59,67,66,65
-15032,-3416,-5256,59,67,66,66
-15528,-2792,-4988,60,67,66,65
-15396,-2860,-5252,60,66,66,65
-14172,-2892,-5984,60,66,66,65
-14572,-2376,-5604,60,66,66,65
-15108,-2172,-5660,60,66,66,65
-14644,-1776,-5724,60,66,66,66
-14288,-1896,-5928,60,67,66,65
-14564,-1592,-5608,60,67,65,64
-14008,-1548,-5896,60,66,66,64
-14008,-1416,-5820,60,66,65,64
